"ictKey","Translated ictMarketTemplateName","Translated ictSelectionTemplateName"
"","",""
"darts|two-participant-event|match-winning-margin-2|1","Margina pobjede 2. set","1"
"darts|two-participant-event|match-winning-margin-2|2","Margina pobjede 2. set","2"
"darts|two-participant-event|match-winning-margin-2|3","Margina pobjede 2. set","3"
"darts|two-participant-event|match-winning-margin-2|4","Margina pobjede 2. set","4"
"darts|two-participant-event|match-winning-margin-2|5","Margina pobjede 2. set","5"
"darts|two-participant-event|match-winning-margin-2|6+","Margina pobjede 2. set","6+"
"darts|two-participant-event|match-winning-margin-3|0","Margina pobjede 3. set","0"
"darts|two-participant-event|match-winning-margin-3|1","Margina pobjede 3. set","1"
"darts|two-participant-event|match-winning-margin-3|2","Margina pobjede 3. set","2"
"darts|two-participant-event|match-winning-margin-3|3","Margina pobjede 3. set","3"
"darts|two-participant-event|match-winning-margin-3|4","Margina pobjede 3. set","4"
"darts|two-participant-event|match-winning-margin-3|5","Margina pobjede 3. set","5"
"darts|two-participant-event|match-winning-margin-3|6+","Margina pobjede 3. set","6+"
"darts|two-participant-event|match-winning-margin-4|0","Margina pobjede 4. set","0"
"darts|two-participant-event|match-winning-margin-4|1","Margina pobjede 4. set","1"
"darts|two-participant-event|match-winning-margin-4|2","Margina pobjede 4. set","2"
"darts|two-participant-event|match-winning-margin-4|3","Margina pobjede 4. set","3"
"darts|two-participant-event|match-winning-margin-4|4","Margina pobjede 4. set","4"
"darts|two-participant-event|match-winning-margin-4|5","Margina pobjede 4. set","5"
"darts|two-participant-event|match-winning-margin-4|6+","Margina pobjede 4. set","6+"
"darts|two-participant-event|match-winning-margin-5|0","Margina pobjede 5. set","0"
"darts|two-participant-event|match-winning-margin-5|1","Margina pobjede 5. set","1"
"darts|two-participant-event|match-winning-margin-5|2","Margina pobjede 5. set","2"
"darts|two-participant-event|match-winning-margin-5|3","Margina pobjede 5. set","3"
"darts|two-participant-event|match-winning-margin-5|4","Margina pobjede 5. set","4"
"darts|two-participant-event|match-winning-margin-5|5","Margina pobjede 5. set","5"
"darts|two-participant-event|match-winning-margin-5|6+","Margina pobjede 5. set","6+"
"darts|two-participant-event|match-winning-margin-6|0","Margina pobjede 6. set","0"
"darts|two-participant-event|match-winning-margin-6|1","Margina pobjede 6. set","1"
"darts|two-participant-event|match-winning-margin-6|2","Margina pobjede 6. set","2"
"darts|two-participant-event|match-winning-margin-6|3","Margina pobjede 6. set","3"
"darts|two-participant-event|match-winning-margin-6|4","Margina pobjede 6. set","4"
"darts|two-participant-event|match-winning-margin-6|5+","Margina pobjede 6. set","5+"
"darts|two-participant-event|match-winning-margin-7|0","Margina pobjede 7. set","0"
"darts|two-participant-event|match-winning-margin-7|1","Margina pobjede 7. set","1"
"darts|two-participant-event|match-winning-margin-7|2","Margina pobjede 7. set","2"
"darts|two-participant-event|match-winning-margin-7|3","Margina pobjede 7. set","3"
"darts|two-participant-event|match-winning-margin-7|4","Margina pobjede 7. set","4"
"darts|two-participant-event|match-winning-margin-7|5","Margina pobjede 7. set","5"
"darts|two-participant-event|match-winning-margin-7|6+","Margina pobjede 7. set","6+"
"darts|two-participant-event|match-winning-margin-8|0","Margina pobjede 8. set","0"
"darts|two-participant-event|match-winning-margin-8|1","Margina pobjede 8. set","1"
"darts|two-participant-event|match-winning-margin-8|2","Margina pobjede 8. set","2"
"darts|two-participant-event|match-winning-margin-8|3","Margina pobjede 8. set","3"
"darts|two-participant-event|match-winning-margin-8|4","Margina pobjede 8. set","4"
"darts|two-participant-event|match-winning-margin-8|5+","Margina pobjede 8. set","5+"
"darts|two-participant-event|match-winning-margin-9|0","Margina pobjede 9. set","0"
"darts|two-participant-event|match-winning-margin-9|1","Margina pobjede 9. set","1"
"darts|two-participant-event|match-winning-margin-9|2","Margina pobjede 9. set","2"
"darts|two-participant-event|match-winning-margin-9|3","Margina pobjede 9. set","3"
"darts|two-participant-event|match-winning-margin-9|4","Margina pobjede 9. set","4"
"darts|two-participant-event|match-winning-margin-9|5","Margina pobjede 9. set","5"
"darts|two-participant-event|match-winning-margin-9|6+","Margina pobjede 9. set","6+"
"darts|two-participant-event|match-winning-margin-10|0","Margina pobjede 10. set","0"
"darts|two-participant-event|match-winning-margin-10|1","Margina pobjede 10. set","1"
"darts|two-participant-event|match-winning-margin-10|2","Margina pobjede 10. set","2"
"darts|two-participant-event|match-winning-margin-10|3","Margina pobjede 10. set","3"
"darts|two-participant-event|match-winning-margin-10|4","Margina pobjede 10. set","4"
"darts|two-participant-event|match-winning-margin-10|5","Margina pobjede 10. set","5"
"darts|two-participant-event|match-winning-margin-10|6+","Margina pobjede 10. set","6+"
"darts|two-participant-event|match-winning-margin-11|0","Margina pobjede 11. set","0"
"darts|two-participant-event|match-winning-margin-11|1","Margina pobjede 11. set","1"
"darts|two-participant-event|match-winning-margin-11|2","Margina pobjede 11. set","2"
"darts|two-participant-event|match-winning-margin-11|3","Margina pobjede 11. set","3"
"darts|two-participant-event|match-winning-margin-11|4","Margina pobjede 11. set","4"
"darts|two-participant-event|match-winning-margin-11|5","Margina pobjede 11. set","5"
"darts|two-participant-event|match-winning-margin-11|6+","Margina pobjede 11. set","6+"
"esports|two-participant-event|match-winner|H","Pobjednik","1"
"esports|two-participant-event|match-winner|D","Pobjednik","X"
"esports|two-participant-event|match-winner|A","Pobjednik","2"
"esports|two-participant-event|total-goals-over-under|O","Ukupno poena (Manje/više od ${line})","Više od ${line}"
"esports|two-participant-event|total-goals-over-under|U","Ukupno poena (Manje/više od ${line})","Manje od ${line}"
"football|match|match-winner|H","Pobjednik","1"
"football|match|match-winner|D","Pobjednik","X"
"football|match|match-winner|A","Pobjednik","2"
"football|match|1st-half-winner|H","Prvo poluvrijeme pobjednik","1"
"football|match|1st-half-winner|D","Prvo poluvrijeme pobjednik","X"
"football|match|1st-half-winner|A","Prvo poluvrijeme pobjednik","2"
"football|match|correct-score|H1-0","Tačan rezultat","1:0"
"football|match|correct-score|A1-0","Tačan rezultat","0:1"
"football|match|correct-score|H2-0","Tačan rezultat","2:0"
"football|match|correct-score|A2-0","Tačan rezultat","0:2"
"football|match|correct-score|H3-0","Tačan rezultat","3:0"
"football|match|correct-score|A3-0","Tačan rezultat","0:3"
"football|match|correct-score|H4-0","Tačan rezultat","4:0"
"football|match|correct-score|A4-0","Tačan rezultat","0:4"
"football|match|correct-score|H5-0","Tačan rezultat","5:0"
"football|match|correct-score|A5-0","Tačan rezultat","0:5"
"football|match|correct-score|H6-0","Tačan rezultat","6:0"
"football|match|correct-score|A6-0","Tačan rezultat","0:6"
"football|match|correct-score|H2-1","Tačan rezultat","2:1"
"football|match|correct-score|A2-1","Tačan rezultat","1:2"
"football|match|correct-score|H3-1","Tačan rezultat","3:1"
"football|match|correct-score|A3-1","Tačan rezultat","1:3"
"football|match|correct-score|H4-1","Tačan rezultat","4:1"
"football|match|correct-score|A4-1","Tačan rezultat","1:4"
"football|match|correct-score|H5-1","Tačan rezultat","5:1"
"football|match|correct-score|A5-1","Tačan rezultat","1:5"
"football|match|correct-score|H3-2","Tačan rezultat","3:2"
"football|match|correct-score|A3-2","Tačan rezultat","2:3"
"football|match|correct-score|H4-2","Tačan rezultat","4:2"
"football|match|correct-score|A4-2","Tačan rezultat","2:4"
"football|match|correct-score|D0-0","Tačan rezultat","0:0"
"football|match|correct-score|D1-1","Tačan rezultat","1:1"
"football|match|correct-score|D2-2","Tačan rezultat","2:2"
"football|match|correct-score|D3-3","Tačan rezultat","3:3"
"football|match|correct-score|??","Tačan rezultat","Ostalo"
"football|match|total-goals-over-under|O","Ukupno golova (Manje/više od ${line})","(${line}+0.5)+"
"football|match|total-goals-over-under|U","Ukupno golova (Manje/više od ${line})","0-(${line}-0.5)"
"football|match|first-goalscorer|H","Strijelac prvog gola","${player}"
"football|match|first-goalscorer|A","Strijelac prvog gola","${player}"
"football|match|first-goalscorer|NG","Strijelac prvog gola","Bez golova"
"football|match|both-teams-to-score|Y","Oba daju gol","GG"
"football|match|both-teams-to-score|N","Oba daju gol","NG"
"football|match|draw-no-bet|H","Draw no bet","1"
"football|match|draw-no-bet|A","Draw no bet","2"
"football|match|asian-handicap|H","Azijski hendikep (${line})","1"
"football|match|asian-handicap|A","Azijski hendikep (${line})","2"
"football|match|match-corners-over-under|O","Ukupno kornera (Manje/više od ${line})","Više od ${line}"
"football|match|match-corners-over-under|U","Ukupno kornera (Manje/više od ${line})","Manje od ${line}"
"football|match|first-half-goals|0","Tačan broj golova 1. poluvrijeme","0"
"football|match|first-half-goals|1","Tačan broj golova 1. poluvrijeme","1"
"football|match|first-half-goals|2","Tačan broj golova 1. poluvrijeme","2"
"football|match|first-half-goals|3+","Tačan broj golova 1. poluvrijeme","3+"
"football|match|first-half-goals-over-under|O","Ukupno golova 1. poluvrijeme(Manje/više od ${line})","(${line}+0.5)+"
"football|match|first-half-goals-over-under|U","Ukupno golova 1. poluvrijeme(Manje/više od ${line})","0-(${line}-0.5)"
"football|match|match-goals|0","Tačan broj golova","0"
"football|match|match-goals|1","Tačan broj golova","1"
"football|match|match-goals|2","Tačan broj golova","2"
"football|match|match-goals|3","Tačan broj golova","3"
"football|match|match-goals|4","Tačan broj golova","4"
"football|match|match-goals|5","Tačan broj golova","5"
"football|match|match-goals|6","Tačan broj golova","6"
"football|match|match-goals|7","Tačan broj golova","7"
"football|match|match-goals|8","Tačan broj golova","8"
"football|match|match-goals|9","Tačan broj golova","9"
"football|match|match-goals|10+","Tačan broj golova","10+"
"football|match|anytime-goalscorer|H","Strijelac na meču","${player}"
"football|match|anytime-goalscorer|A","Strijelac na meču","${player}"
"football|match|anytime-goalscorer|NG","Strijelac na meču","Bez golova"
"football|match|home-clean-sheet|Y","Domaćin ne prima gol","Da"
"football|match|home-clean-sheet|N","Domaćin ne prima gol","Ne"
"football|match|away-clean-sheet|Y","Gost ne prima gol","Da"
"football|match|away-clean-sheet|N","Gost ne prima gol","Ne"
"football|match|half-time-correct-score|H1-0","Tačan rezultat 1. poluvrijeme","1:0"
"football|match|half-time-correct-score|A1-0","Tačan rezultat 1. poluvrijeme","0:1"
"football|match|half-time-correct-score|H2-0","Tačan rezultat 1. poluvrijeme","2:0"
"football|match|half-time-correct-score|A2-0","Tačan rezultat 1. poluvrijeme","0:2"
"football|match|half-time-correct-score|H3-0","Tačan rezultat 1. poluvrijeme","3:0"
"football|match|half-time-correct-score|A3-0","Tačan rezultat 1. poluvrijeme","0:3"
"football|match|half-time-correct-score|H4-0","Tačan rezultat 1. poluvrijeme","4:0"
"football|match|half-time-correct-score|A4-0","Tačan rezultat 1. poluvrijeme","0:4"
"football|match|half-time-correct-score|H5-0","Tačan rezultat 1. poluvrijeme","5:0"
"football|match|half-time-correct-score|A5-0","Tačan rezultat 1. poluvrijeme","0:5"
"football|match|half-time-correct-score|H6-0","Tačan rezultat 1. poluvrijeme","6:0"
"football|match|half-time-correct-score|A6-0","Tačan rezultat 1. poluvrijeme","0:6"
"football|match|half-time-correct-score|H2-1","Tačan rezultat 1. poluvrijeme","2:1"
"football|match|half-time-correct-score|A2-1","Tačan rezultat 1. poluvrijeme","1:2"
"football|match|half-time-correct-score|H3-1","Tačan rezultat 1. poluvrijeme","3:1"
"football|match|half-time-correct-score|A3-1","Tačan rezultat 1. poluvrijeme","1:3"
"football|match|half-time-correct-score|H4-1","Tačan rezultat 1. poluvrijeme","4:1"
"football|match|half-time-correct-score|A4-1","Tačan rezultat 1. poluvrijeme","1:4"
"football|match|half-time-correct-score|H5-1","Tačan rezultat 1. poluvrijeme","5:1"
"football|match|half-time-correct-score|A5-1","Tačan rezultat 1. poluvrijeme","1:5"
"football|match|half-time-correct-score|H3-2","Tačan rezultat 1. poluvrijeme","3:2"
"football|match|half-time-correct-score|A3-2","Tačan rezultat 1. poluvrijeme","2:3"
"football|match|half-time-correct-score|H4-2","Tačan rezultat 1. poluvrijeme","4:2"
"football|match|half-time-correct-score|A4-2","Tačan rezultat 1. poluvrijeme","2:4"
"football|match|half-time-correct-score|D0-0","Tačan rezultat 1. poluvrijeme","0:0"
"football|match|half-time-correct-score|D1-1","Tačan rezultat 1. poluvrijeme","1:1"
"football|match|half-time-correct-score|D2-2","Tačan rezultat 1. poluvrijeme","2:2"
"football|match|half-time-correct-score|D3-3","Tačan rezultat 1. poluvrijeme","3:3"
"football|match|half-time-correct-score|??","Tačan rezultat 1. poluvrijeme","7:2"
"football|match|time-of-1st-goal|1-15","Interval 1. gola","1-15"
"football|match|time-of-1st-goal|16-30","Interval 1. gola","16-30"
"football|match|time-of-1st-goal|31-45","Interval 1. gola","31-45"
"football|match|time-of-1st-goal|46-60","Interval 1. gola","46-60"
"football|match|time-of-1st-goal|61-75","Interval 1. gola","61-75"
"football|match|time-of-1st-goal|76-90","Interval 1. gola","76-90"
"football|match|time-of-1st-goal|no-score","Interval 1. gola","Bez golova"
"football|match|time-of-2nd-goal|1-15","Interval 2. gola","1-15"
"football|match|time-of-2nd-goal|16-30","Interval 2. gola","16-30"
"football|match|time-of-2nd-goal|31-45","Interval 2. gola","31-45"
"football|match|time-of-2nd-goal|46-60","Interval 2. gola","46-60"
"football|match|time-of-2nd-goal|61-75","Interval 2. gola","61-75"
"football|match|time-of-2nd-goal|76-90","Interval 2. gola","76-90"
"football|match|time-of-2nd-goal|no-score","Interval 2. gola","Bez 2. gola"
"football|match|time-of-3rd-goal|1-15","Interval 3. gola","1-15"
"football|match|time-of-3rd-goal|16-30","Interval 3. gola","16-30"
"football|match|time-of-3rd-goal|31-45","Interval 3. gola","31-45"
"football|match|time-of-3rd-goal|46-60","Interval 3. gola","46-60"
"football|match|time-of-3rd-goal|61-75","Interval 3. gola","61-75"
"football|match|time-of-3rd-goal|76-90","Interval 3. gola","76-90"
"football|match|time-of-3rd-goal|no-score","Interval 3. gola","Bez 3. gola"
"football|match|time-of-4th-goal|1-15","Interval 4. gola","1-15"
"football|match|time-of-4th-goal|16-30","Interval 4. gola","16-30"
"football|match|time-of-4th-goal|31-45","Interval 4. gola","31-45"
"football|match|time-of-4th-goal|46-60","Interval 4. gola","46-60"
"football|match|time-of-4th-goal|61-75","Interval 4. gola","61-75"
"football|match|time-of-4th-goal|76-90","Interval 4. gola","76-90"
"football|match|time-of-4th-goal|no-score","Interval 4. gola","Bez 4. gola"
"football|match|time-of-5th-goal|1-15","Interval 5. gola","1-15"
"football|match|time-of-5th-goal|16-30","Interval 5. gola","16-30"
"football|match|time-of-5th-goal|31-45","Interval 5. gola","31-45"
"football|match|time-of-5th-goal|46-60","Interval 5. gola","46-60"
"football|match|time-of-5th-goal|61-75","Interval 5. gola","61-75"
"football|match|time-of-5th-goal|76-90","Interval 5. gola","76-90"
"football|match|time-of-5th-goal|no-score","Interval 5. gola","Bez 5. gola"
"football|match|time-of-6th-goal|1-15","Interval 6. gola","1-15"
"football|match|time-of-6th-goal|16-30","Interval 6. gola","16-30"
"football|match|time-of-6th-goal|31-45","Interval 6. gola","31-45"
"football|match|time-of-6th-goal|46-60","Interval 6. gola","46-60"
"football|match|time-of-6th-goal|61-75","Interval 6. gola","61-75"
"football|match|time-of-6th-goal|76-90","Interval 6. gola","76-90"
"football|match|time-of-6th-goal|no-score","Interval 6. gola","Bez 6. gola"
"football|match|time-of-7th-goal|1-15","Interval 7. gola","1-15"
"football|match|time-of-7th-goal|16-30","Interval 7. gola","16-30"
"football|match|time-of-7th-goal|31-45","Interval 7. gola","31-45"
"football|match|time-of-7th-goal|46-60","Interval 7. gola","46-60"
"football|match|time-of-7th-goal|61-75","Interval 7. gola","61-75"
"football|match|time-of-7th-goal|76-90","Interval 7. gola","76-90"
"football|match|time-of-7th-goal|no-score","Interval 7. gola","Bez 7. gola"
"football|match|time-of-8th-goal|1-15","Interval 8. gola","1-15"
"football|match|time-of-8th-goal|16-30","Interval 8. gola","16-30"
"football|match|time-of-8th-goal|31-45","Interval 8. gola","31-45"
"football|match|time-of-8th-goal|46-60","Interval 8. gola","46-60"
"football|match|time-of-8th-goal|61-75","Interval 8. gola","61-75"
"football|match|time-of-8th-goal|76-90","Interval 8. gola","76-90"
"football|match|time-of-8th-goal|no-score","Interval 8. gola","Bez 8. gola"
"football|match|time-of-9th-goal|1-15","Interval 9. gola","1-15"
"football|match|time-of-9th-goal|16-30","Interval 9. gola","16-30"
"football|match|time-of-9th-goal|31-45","Interval 9. gola","31-45"
"football|match|time-of-9th-goal|46-60","Interval 9. gola","46-60"
"football|match|time-of-9th-goal|61-75","Interval 9. gola","61-75"
"football|match|time-of-9th-goal|76-90","Interval 9. gola","76-90"
"football|match|time-of-9th-goal|no-score","Interval 9. gola","Bez 9. gola"
"football|match|time-of-10th-goal|1-15","Interval 10. gola","1-15"
"football|match|time-of-10th-goal|16-30","Interval 10. gola","16-30"
"football|match|time-of-10th-goal|31-45","Interval 10. gola","31-45"
"football|match|time-of-10th-goal|46-60","Interval 10. gola","46-60"
"football|match|time-of-10th-goal|61-75","Interval 10. gola","61-75"
"football|match|time-of-10th-goal|76-90","Interval 10. gola","76-90"
"football|match|time-of-10th-goal|no-score","Interval 10. gola","Bez 10. gola"
"football|match|time-of-1st-goal-over-under|31-90","Vrijeme 1. gola","31-90"
"football|match|time-of-1st-goal-over-under|NG","Vrijeme 1. gola","Bez golova"
"football|match|time-of-1st-goal-over-under|0-30","Vrijeme 1. gola","0-30"
"football|match|time-of-2nd-goal-over-under|51-90","Vrijeme 2. gola","51-90"
"football|match|time-of-2nd-goal-over-under|NG","Vrijeme 2. gola","Bez 2. gola"
"football|match|time-of-2nd-goal-over-under|0-50","Vrijeme 2. gola","0-50"
"football|match|time-of-3rd-goal-over-under|71-90","Vrijeme 3. gola","71-90"
"football|match|time-of-3rd-goal-over-under|NG","Vrijeme 3. gola","Bez 3. gola"
"football|match|time-of-3rd-goal-over-under|0-70","Vrijeme 3. gola","0-70"
"football|match|match-winning-margin|0","Margina pobjede","0 golova"
"football|match|match-winning-margin|1","Margina pobjede","1 gol"
"football|match|match-winning-margin|2","Margina pobjede","2 gola"
"football|match|match-winning-margin|3+","Margina pobjede","3 ili više"
"football|match|home-to-win-to-nil|Y","Sigurna pobjeda domaćina","Da"
"football|match|home-to-win-to-nil|N","Sigurna pobjeda domaćina","Ne"
"football|match|away-to-win-to-nil|Y","Sigurna pobjeda gosta","Da"
"football|match|away-to-win-to-nil|N","Sigurna pobjeda gosta","Ne"
"football|match|booking-points-over-under|O","Booking poeni (Manje/više od ${line})","Više od ${line}"
"football|match|booking-points-over-under|U","Booking poeni (Manje/više od ${line})","Manje od ${line}"
"football|match|corners-handicap|H","Korneri hendikep (${line})","1"
"football|match|corners-handicap|A","Korneri hendikep (${line})","2"
"football|match|corners-match-bet|H","Korneri","1"
"football|match|corners-match-bet|D","Korneri","X"
"football|match|corners-match-bet|A","Korneri","2"
"football|match|hattrick-goalscorer|H","Het-trik","${player}"
"football|match|hattrick-goalscorer|A","Het-trik","${player}"
"football|match|hattrick-goalscorer|NG","Het-trik","Bez het-trika"
"football|match|red-card-in-match|Y","Crveni karton na meču","Da"
"football|match|red-card-in-match|N","Crveni karton na meču","Ne"
"football|match|match-handicap|H","Hendikep (${line})","1"
"football|match|match-handicap|A","Hendikep (${line})","2"
"football|match|double-chance|H-A","Dupla šansa","12"
"football|match|double-chance|H-D","Dupla šansa","1X"
"football|match|double-chance|A-D","Dupla šansa","X2"
"football|match|half-time-full-time|H-H","Prelazi","1-1"
"football|match|half-time-full-time|H-A","Prelazi","1-2"
"football|match|half-time-full-time|H-D","Prelazi","1-X"
"football|match|half-time-full-time|A-H","Prelazi","2-1"
"football|match|half-time-full-time|A-A","Prelazi","2-2"
"football|match|half-time-full-time|A-D","Prelazi","2-X"
"football|match|half-time-full-time|D-H","Prelazi","X-1"
"football|match|half-time-full-time|D-A","Prelazi","X-2"
"football|match|half-time-full-time|D-D","Prelazi","X-X"
"football|match|match-result-and-both-to-score|H-Y","Konačan ishod i oba daju gol","1&GG"
"football|match|match-result-and-both-to-score|H-N","Konačan ishod i oba daju gol","1&NG"
"football|match|match-result-and-both-to-score|A-Y","Konačan ishod i oba daju gol","2&GG"
"football|match|match-result-and-both-to-score|A-N","Konačan ishod i oba daju gol","2&NG"
"football|match|match-result-and-both-to-score|D-Y","Konačan ishod i oba daju gol","X&GG"
"football|match|match-result-and-both-to-score|D-N","Konačan ishod i oba daju gol","X&NG"
"football|match|match-result-and-goals-over-under|H-O","Pobjednik i ukupno golova (Manje/više od ${line})","1&(${line}+0.5)+"
"football|match|match-result-and-goals-over-under|H-U","Pobjednik i ukupno golova (Manje/više od ${line})","1&0-(${line}-0.5)"
"football|match|match-result-and-goals-over-under|A-O","Pobjednik i ukupno golova (Manje/više od ${line})","2&(${line}+0.5)+"
"football|match|match-result-and-goals-over-under|A-U","Pobjednik i ukupno golova (Manje/više od ${line})","2&0-(${line}-0.5)"
"football|match|match-result-and-goals-over-under|D-O","Pobjednik i ukupno golova (Manje/više od ${line})","X&(${line}+0.5)+"
"football|match|match-result-and-goals-over-under|D-U","Pobjednik i ukupno golova (Manje/više od ${line})","X&0-(${line}-0.5)"
"gaelicfootball|two-participant-event|match-winner|H","Pobjednik","1"
"gaelicfootball|two-participant-event|match-winner|T","Pobjednik","X"
"gaelicfootball|two-participant-event|match-winner|A","Pobjednik","2"
"gaelicfootball|two-participant-event|1-st-half-winner|H","Prvo poluvrijeme pobjednik","1"
"gaelicfootball|two-participant-event|1-st-half-winner|T","Prvo poluvrijeme pobjednik","X"
"gaelicfootball|two-participant-event|1-st-half-winner|A","Prvo poluvrijeme pobjednik","2"
"gaelicfootball|two-participant-event|total-score|O","Ukupno poena (Manje/više od ${line})","Više od ${line}"
"gaelicfootball|two-participant-event|total-score|U","Ukupno poena (Manje/više od ${line})","Manje od ${line}"
"gaelicfootball|two-participant-event|handicap|H","Hendikep (${line})","1"
"gaelicfootball|two-participant-event|handicap|A","Hendikep (${line})","2"
"gaelicfootball|two-participant-event|handicap-with-tie|H","Hendikep sa remijem (${line})","1"
"gaelicfootball|two-participant-event|handicap-with-tie|T","Hendikep sa remijem (${line})","X"
"gaelicfootball|two-participant-event|handicap-with-tie|A","Hendikep sa remijem (${line})","2"
"gaelichurling|two-participant-event|match-winner|H","Pobjednik","1"
"gaelichurling|two-participant-event|match-winner|T","Pobjednik","X"
"gaelichurling|two-participant-event|match-winner|A","Pobjednik","2"
"gaelichurling|two-participant-event|1-st-half-winner|H","Prvo poluvrijeme pobjednik","1"
"gaelichurling|two-participant-event|1-st-half-winner|T","Prvo poluvrijeme pobjednik","X"
"gaelichurling|two-participant-event|1-st-half-winner|A","Prvo poluvrijeme pobjednik","2"
"gaelichurling|two-participant-event|total-score|O","Ukupno poena (Manje/više od ${line})","Više od ${line}"
"gaelichurling|two-participant-event|total-score|U","Ukupno poena (Manje/više od ${line})","Manje od ${line}"
"gaelichurling|two-participant-event|handicap|H","Hendikep (${line})","1"
"gaelichurling|two-participant-event|handicap|A","Hendikep (${line})","2"
"gaelichurling|two-participant-event|handicap-with-tie|H","Hendikep sa remijem (${line})","1"
"gaelichurling|two-participant-event|handicap-with-tie|T","Hendikep sa remijem (${line})","X"
"gaelichurling|two-participant-event|handicap-with-tie|A","Hendikep sa remijem (${line})","2"
"golf|match|tournament-winner|player","Pobjednik turnira","${player}"
"golf|match|tournament-winner|unnamed-favourite","Pobjednik turnira","Neimenovani favorit"
"golf|match|top-5|player","Među prvih 5","${player}"
"golf|match|top-5|unnamed-favourite","Među prvih 5","Neimenovani favorit"
"golf|match|top-10|player","Među prvih 10","${player}"
"golf|match|top-10|unnamed-favourite","Među prvih 10","Neimenovani favorit"
"golf|match|top-20|player","Među prvih 20","${player}"
"golf|match|top-20|unnamed-favourite","Među prvih 20","Neimenovani favorit"
"golf|match|first-round-leader|player","Pobjednik prve runde","${player}"
"golf|match|first-round-leader|unnamed-favourite","Pobjednik prve runde","Neimenovani favorit"
"golf|match|balls-2|player","2 Ball","${player}"
"golf|match|balls-2|unnamed-favourite","2 Ball","Neriješeno"
"golf|match|balls-3|player","3 Ball","${player}"
"golf|match|balls-3|unnamed-favourite","3 Ball","Neimenovani favorit"
"greyhoundracing|race|race-winner|player","Pobjednik","${player}"
"greyhoundracing|race|race-winner|unnamed-favourite","Pobjednik","Neimenovani favorit"
"handball|two-participant-event|match-winner|H","Pobjednik","1"
"handball|two-participant-event|match-winner|D","Pobjednik","X"
"handball|two-participant-event|match-winner|A","Pobjednik","2"
"horseracing|race|race-winner|player","Pobjednik","${player}"
"horseracing|race|race-winner|unnamed-favourite","Pobjednik","Neimenovani favorit"
"horseracing|race|each-way-extra|player","Each Way","${player}"
"horseracing|race|each-way-extra|unnamed-favourite","Each Way","Neimenovani favorit"
"horseracing|race|match-bet|player","Match Bet","${player}"
"horseracing|race|match-bet|unnamed-favourite","Match Bet","Neimenovani favorit"
"horseracingantepost|race|race-winner|player","Pobjednik","${player}"
"horseracingantepost|race|race-winner|unnamed-favourite","Pobjednik","Neimenovani favorit"
"icehockey|two-participant-event|match-winner|H","Pobjednik","1"
"icehockey|two-participant-event|match-winner|A","Pobjednik","2"
"icehockey|two-participant-event|line-with-tie-inc-ot-line|H","Hendikep (${line})","1"
"icehockey|two-participant-event|line-with-tie-inc-ot-line|D","Hendikep (${line})","X"
"icehockey|two-participant-event|line-with-tie-inc-ot-line|A","Hendikep (${line})","2"
"icehockey|two-participant-event|handicap|H","Hendikep (${line})","1"
"icehockey|two-participant-event|handicap|A","Hendikep (${line})","2"
"icehockey|two-participant-event|match-winner-3way|H","Pobjednik (Ne računajući produžetke)","1"
"icehockey|two-participant-event|match-winner-3way|D","Pobjednik (Ne računajući produžetke)","X"
"icehockey|two-participant-event|match-winner-3way|A","Pobjednik (Ne računajući produžetke)","2"
"icehockey|two-participant-event|total-goals-over-under|O","Ukupno golova (Manje/više od ${line})","Više od ${line}"
"icehockey|two-participant-event|total-goals-over-under|U","Ukupno golova (Manje/više od ${line})","Manje od ${line}"
"icehockey|two-participant-event|both-teams-to-score|Y","Oba daju gol","GG"
"icehockey|two-participant-event|both-teams-to-score|N","Oba daju gol","NG"
"icehockey|two-participant-event|overtime|Y","Produžeci","Da"
"icehockey|two-participant-event|overtime|N","Produžeci","Ne"
"icehockey|two-participant-event|correct-score|H1-0","Tačan rezultat","1:0"
"icehockey|two-participant-event|correct-score|A1-0","Tačan rezultat","0:1"
"icehockey|two-participant-event|correct-score|H2-0","Tačan rezultat","2:0"
"icehockey|two-participant-event|correct-score|A2-0","Tačan rezultat","0:2"
"icehockey|two-participant-event|correct-score|H3-0","Tačan rezultat","3:0"
"icehockey|two-participant-event|correct-score|A3-0","Tačan rezultat","0:3"
"icehockey|two-participant-event|correct-score|H4-0","Tačan rezultat","4:0"
"icehockey|two-participant-event|correct-score|A4-0","Tačan rezultat","0:4"
"icehockey|two-participant-event|correct-score|H5-0","Tačan rezultat","5:0"
"icehockey|two-participant-event|correct-score|A5-0","Tačan rezultat","0:5"
"icehockey|two-participant-event|correct-score|H6-0","Tačan rezultat","6:0"
"icehockey|two-participant-event|correct-score|A6-0","Tačan rezultat","0:6"
"icehockey|two-participant-event|correct-score|D0-0","Tačan rezultat","0:0"
"icehockey|two-participant-event|correct-score|A1-0","Tačan rezultat","0:1"
"icehockey|two-participant-event|correct-score|H1-0","Tačan rezultat","1:0"
"icehockey|two-participant-event|correct-score|H2-1","Tačan rezultat","2:1"
"icehockey|two-participant-event|correct-score|A2-1","Tačan rezultat","1:2"
"icehockey|two-participant-event|correct-score|H3-1","Tačan rezultat","3:1"
"icehockey|two-participant-event|correct-score|A3-1","Tačan rezultat","1:3"
"icehockey|two-participant-event|correct-score|H4-1","Tačan rezultat","4:1"
