sportId,eventTemplateId,eventTemplateType,marketTemplateId,marketTemplateType,marketTemplateName,marketTemplateKey,selectionTemplateType,selectionTemplateName,selectionTemplateKeyType,selectionTemplateKeyId,selectionTemplateKeyName,selectionTemplateKey,selectionTemplateKeyRealId,ictKey,ictMarketTemplateName,ictSelectionTemplateName,Result-field1,Result-field2,Translated ictMarketTemplateName,Translated ictSelectionTemplateName,naziv,naziv2,opis,uslov_za_pogodak,naziv_ishoda1,opis_ishoda1,naziv_ishoda2,opis_ishoda2,naziv_ishoda3,opis_ishoda3,naziv_ishoda4,opis_ishoda4,naziv_ishoda5,opis_ishoda5,naziv_ishoda6,opis_ishoda6,naziv_ishoda7,opis_ishoda7,naziv_ishoda8,opis_ishoda8,naziv_ishoda9,opis_ishoda9,naziv_ishoda10,opis_ishoda10,naziv_ishoda11,opis_ishoda11,naziv_ishoda12,opis_ishoda12,naziv_ishoda13,opis_ishoda13,naziv_ishoda14,opis_ishoda14,naziv_ishoda15,opis_ishoda15,naziv_ishoda16,opis_ishoda16,naziv_ishoda17,opis_ishoda17,naziv_ishoda18,opis_ishoda18,naziv_ishoda19,opis_ishoda19,naziv_ishoda20,opis_ishoda20,naziv_ishoda21,opis_ishoda21,naziv_ishoda22,opis_ishoda22,naziv_ishoda23,opis_ishoda23,naziv_ishoda24,opis_ishoda24,naziv_ishoda25,opis_ishoda25,napomena,kladionicarska_podvrsta
snooker,two-participant-event,two-participants-event-template,correct-score,market-template-correct-score,Correct score,"{'bettable': {'type': 'bettable-frames'}, 'period': {'type': 'time-range-full-time'}}",base-selection-template,${home} ${winscore}-${losescore},selection-key-correct-score,,,"{'away': 4, 'home': 5, 'type': 'selection-key-correct-score'}",H5-4,snooker|two-participant-event|correct-score|H5-4,Correct score,${home} ${winscore}-${losescore},5:4,"GDF=5, GGF=4",Tačan rezultat,5:4,NP1252,Correct Score - 5:4,Tačan rezultat - 5:4,GDF=5 and GGF=4,GDF,Ukupno Gol/Poen/Set domaćin FT,GGF,Ukupno Gol/Poen/Set gost FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_match_betting
snooker,two-participant-event,two-participants-event-template,correct-score,market-template-correct-score,Correct score,"{'bettable': {'type': 'bettable-frames'}, 'period': {'type': 'time-range-full-time'}}",base-selection-template,${away} ${winscore}-${losescore},selection-key-correct-score,,,"{'away': 5, 'home': 4, 'type': 'selection-key-correct-score'}",A5-4,snooker|two-participant-event|correct-score|A5-4,Correct score,${away} ${winscore}-${losescore},4:5,"GDF=4, GGF=5",Tačan rezultat,4:5,NP1253,Correct Score - 4:5,Tačan rezultat - 4:5,GDF=4 and GGF=5,GDF,Ukupno Gol/Poen/Set domaćin FT,GGF,Ukupno Gol/Poen/Set gost FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_match_betting
snooker,two-participant-event,two-participants-event-template,correct-score,market-template-correct-score,Correct score,"{'bettable': {'type': 'bettable-frames'}, 'period': {'type': 'time-range-full-time'}}",base-selection-template,${home} ${winscore}-${losescore},selection-key-correct-score,,,"{'away': 4, 'home': 6, 'type': 'selection-key-correct-score'}",H6-4,snooker|two-participant-event|correct-score|H6-4,Correct score,${home} ${winscore}-${losescore},6:4,"GDF=6, GGF=4",Tačan rezultat,6:4,NP1254,Correct Score - 6:4,Tačan rezultat - 6:4,GDF=6 and GGF=4,GDF,Ukupno Gol/Poen/Set domaćin FT,GGF,Ukupno Gol/Poen/Set gost FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_match_betting
snooker,two-participant-event,two-participants-event-template,correct-score,market-template-correct-score,Correct score,"{'bettable': {'type': 'bettable-frames'}, 'period': {'type': 'time-range-full-time'}}",base-selection-template,${away} ${winscore}-${losescore},selection-key-correct-score,,,"{'away': 6, 'home': 4, 'type': 'selection-key-correct-score'}",A6-4,snooker|two-participant-event|correct-score|A6-4,Correct score,${away} ${winscore}-${losescore},4:6,"GDF=4, GGF=6",Tačan rezultat,4:6,NP1255,Correct Score - 4:6,Tačan rezultat - 4:6,GDF=4 and GGF=6,GDF,Ukupno Gol/Poen/Set domaćin FT,GGF,Ukupno Gol/Poen/Set gost FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_match_betting
snooker,two-participant-event,two-participants-event-template,correct-score,market-template-correct-score,Correct score,"{'bettable': {'type': 'bettable-frames'}, 'period': {'type': 'time-range-full-time'}}",base-selection-template,${home} ${winscore}-${losescore},selection-key-correct-score,,,"{'away': 5, 'home': 0, 'type': 'selection-key-correct-score'}",A5-0,snooker|two-participant-event|correct-score|A5-0,Correct score,${home} ${winscore}-${losescore},0:5,"GDF=0, GGF=5",Tačan rezultat,0:5,NP75,Correct Score - 0:5,Tačan rezultat - 0:5,GDF=0 and GGF=5,GDF,Ukupno Gol/Poen/Set domaćin FT,GGF,Ukupno Gol/Poen/Set gost FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_match_betting
snooker,two-participant-event,two-participants-event-template,correct-score,market-template-correct-score,Correct score,"{'bettable': {'type': 'bettable-frames'}, 'period': {'type': 'time-range-full-time'}}",base-selection-template,${away} ${winscore}-${losescore},selection-key-correct-score,,,"{'away': 0, 'home': 5, 'type': 'selection-key-correct-score'}",H5-0,snooker|two-participant-event|correct-score|H5-0,Correct score,${away} ${winscore}-${losescore},5:0,"GDF=5, GGF=0",Tačan rezultat,5:0,NP95,Correct Score - 5:0,Tačan rezultat - 5:0,GDF=5 and GGF=0,GDF,Ukupno Gol/Poen/Set domaćin FT,GGF,Ukupno Gol/Poen/Set gost FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_match_betting
snooker,two-participant-event,two-participants-event-template,correct-score,market-template-correct-score,Correct score,"{'bettable': {'type': 'bettable-frames'}, 'period': {'type': 'time-range-full-time'}}",base-selection-template,${home} ${winscore}-${losescore},selection-key-correct-score,,,"{'away': 5, 'home': 1, 'type': 'selection-key-correct-score'}",A5-1,snooker|two-participant-event|correct-score|A5-1,Correct score,${home} ${winscore}-${losescore},1:5,"GDF=1, GGF=5",Tačan rezultat,1:5,NP82,Correct Score - 1:5,Tačan rezultat - 1:5,GDF=1 and GGF=5,GDF,Ukupno Gol/Poen/Set domaćin FT,GGF,Ukupno Gol/Poen/Set gost FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_match_betting
snooker,two-participant-event,two-participants-event-template,correct-score,market-template-correct-score,Correct score,"{'bettable': {'type': 'bettable-frames'}, 'period': {'type': 'time-range-full-time'}}",base-selection-template,${away} ${winscore}-${losescore},selection-key-correct-score,,,"{'away': 1, 'home': 5, 'type': 'selection-key-correct-score'}",H5-1,snooker|two-participant-event|correct-score|H5-1,Correct score,${away} ${winscore}-${losescore},5:1,"GDF=5, GGF=1",Tačan rezultat,5:1,NP96,Correct Score - 5:1,Tačan rezultat - 5:1,GDF=5 and GGF=1,GDF,Ukupno Gol/Poen/Set domaćin FT,GGF,Ukupno Gol/Poen/Set gost FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_match_betting
snooker,two-participant-event,two-participants-event-template,correct-score,market-template-correct-score,Correct score,"{'bettable': {'type': 'bettable-frames'}, 'period': {'type': 'time-range-full-time'}}",base-selection-template,${home} ${winscore}-${losescore},selection-key-correct-score,,,"{'away': 5, 'home': 2, 'type': 'selection-key-correct-score'}",A5-2,snooker|two-participant-event|correct-score|A5-2,Correct score,${home} ${winscore}-${losescore},2:5,"GDF=2, GGF=5",Tačan rezultat,2:5,NP1257,Correct Score - 2:5,Tačan rezultat - 2:5,GDF=2 and GGF=5,GDF,Ukupno Gol/Poen/Set domaćin FT,GGF,Ukupno Gol/Poen/Set gost FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_match_betting
snooker,two-participant-event,two-participants-event-template,correct-score,market-template-correct-score,Correct score,"{'bettable': {'type': 'bettable-frames'}, 'period': {'type': 'time-range-full-time'}}",base-selection-template,${away} ${winscore}-${losescore},selection-key-correct-score,,,"{'away': 2, 'home': 5, 'type': 'selection-key-correct-score'}",H5-2,snooker|two-participant-event|correct-score|H5-2,Correct score,${away} ${winscore}-${losescore},5:2,"GDF=5, GGF=2",Tačan rezultat,5:2,NP1258,Correct Score - 5:2,Tačan rezultat - 5:2,GDF=5 and GGF=2,GDF,Ukupno Gol/Poen/Set domaćin FT,GGF,Ukupno Gol/Poen/Set gost FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_match_betting
snooker,two-participant-event,two-participants-event-template,correct-score,market-template-correct-score,Correct score,"{'bettable': {'type': 'bettable-frames'}, 'period': {'type': 'time-range-full-time'}}",base-selection-template,${home} ${winscore}-${losescore},selection-key-correct-score,,,"{'away': 5, 'home': 3, 'type': 'selection-key-correct-score'}",A5-3,snooker|two-participant-event|correct-score|A5-3,Correct score,${home} ${winscore}-${losescore},3:5,"GDF=3, GGF=5",Tačan rezultat,3:5,NP1259,Correct Score - 3:5,Tačan rezultat - 3:5,GDF=3 and GGF=5,GDF,Ukupno Gol/Poen/Set domaćin FT,GGF,Ukupno Gol/Poen/Set gost FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_match_betting
snooker,two-participant-event,two-participants-event-template,correct-score,market-template-correct-score,Correct score,"{'bettable': {'type': 'bettable-frames'}, 'period': {'type': 'time-range-full-time'}}",base-selection-template,${away} ${winscore}-${losescore},selection-key-correct-score,,,"{'away': 3, 'home': 5, 'type': 'selection-key-correct-score'}",H5-3,snooker|two-participant-event|correct-score|H5-3,Correct score,${away} ${winscore}-${losescore},5:3,"GDF=5, GGF=3",Tačan rezultat,5:3,NP1260,Correct Score - 5:3,Tačan rezultat - 5:3,GDF=5 and GGF=3,GDF,Ukupno Gol/Poen/Set domaćin FT,GGF,Ukupno Gol/Poen/Set gost FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_match_betting
snooker,two-participant-event,two-participants-event-template,correct-score,market-template-correct-score,Correct score,"{'bettable': {'type': 'bettable-frames'}, 'period': {'type': 'time-range-full-time'}}",base-selection-template,${home} ${winscore}-${losescore},selection-key-correct-score,,,"{'away': 5, 'home': 4, 'type': 'selection-key-correct-score'}",A5-4,snooker|two-participant-event|correct-score|A5-4,Correct score,${home} ${winscore}-${losescore},4:5,"GDF=4, GGF=5",Tačan rezultat,4:5,NP1261,Correct Score - 4:5,Tačan rezultat - 4:5,GDF=4 and GGF=5,GDF,Ukupno Gol/Poen/Set domaćin FT,GGF,Ukupno Gol/Poen/Set gost FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_match_betting
snooker,two-participant-event,two-participants-event-template,correct-score,market-template-correct-score,Correct score,"{'bettable': {'type': 'bettable-frames'}, 'period': {'type': 'time-range-full-time'}}",base-selection-template,${away} ${winscore}-${losescore},selection-key-correct-score,,,"{'away': 4, 'home': 5, 'type': 'selection-key-correct-score'}",H5-4,snooker|two-participant-event|correct-score|H5-4,Correct score,${away} ${winscore}-${losescore},5:4,"GDF=5, GGF=4",Tačan rezultat,5:4,NP1262,Correct Score - 5:4,Tačan rezultat - 5:4,GDF=5 and GGF=4,GDF,Ukupno Gol/Poen/Set domaćin FT,GGF,Ukupno Gol/Poen/Set gost FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_match_betting
snooker,two-participant-event,two-participants-event-template,correct-score,market-template-correct-score,Correct score,"{'bettable': {'type': 'bettable-frames'}, 'period': {'type': 'time-range-full-time'}}",base-selection-template,${home} ${winscore}-${losescore},selection-key-correct-score,,,"{'away': 5, 'home': 6, 'type': 'selection-key-correct-score'}",H6-5,snooker|two-participant-event|correct-score|H6-5,Correct score,${home} ${winscore}-${losescore},6:5,"GDF=6, GGF=5",Tačan rezultat,6:5,NP1263,Correct Score - 6:5,Tačan rezultat - 6:5,GDF=6 and GGF=5,GDF,Ukupno Gol/Poen/Set domaćin FT,GGF,Ukupno Gol/Poen/Set gost FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_match_betting
snooker,two-participant-event,two-participants-event-template,correct-score,market-template-correct-score,Correct score,"{'bettable': {'type': 'bettable-frames'}, 'period': {'type': 'time-range-full-time'}}",base-selection-template,${away} ${winscore}-${losescore},selection-key-correct-score,,,"{'away': 6, 'home': 5, 'type': 'selection-key-correct-score'}",A6-5,snooker|two-participant-event|correct-score|A6-5,Correct score,${away} ${winscore}-${losescore},5:6,"GDF=5, GGF=6",Tačan rezultat,5:6,NP1264,Correct Score - 5:6,Tačan rezultat - 5:6,GDF=5 and GGF=6,GDF,Ukupno Gol/Poen/Set domaćin FT,GGF,Ukupno Gol/Poen/Set gost FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_match_betting
snooker,two-participant-event,two-participants-event-template,correct-score,market-template-correct-score,Correct score,"{'bettable': {'type': 'bettable-frames'}, 'period': {'type': 'time-range-full-time'}}",base-selection-template,${home} ${winscore}-${losescore},selection-key-correct-score,,,"{'away': 6, 'home': 0, 'type': 'selection-key-correct-score'}",A6-0,snooker|two-participant-event|correct-score|A6-0,Correct score,${home} ${winscore}-${losescore},0:6,"GDF=0, GGF=6",Tačan rezultat,0:6,NP76,Correct Score - 0:6,Tačan rezultat - 0:6,GDF=0 and GGF=6,GDF,Ukupno Gol/Poen/Set domaćin FT,GGF,Ukupno Gol/Poen/Set gost FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_match_betting
snooker,two-participant-event,two-participants-event-template,correct-score,market-template-correct-score,Correct score,"{'bettable': {'type': 'bettable-frames'}, 'period': {'type': 'time-range-full-time'}}",base-selection-template,${away} ${winscore}-${losescore},selection-key-correct-score,,,"{'away': 0, 'home': 6, 'type': 'selection-key-correct-score'}",H6-0,snooker|two-participant-event|correct-score|H6-0,Correct score,${away} ${winscore}-${losescore},6:0,"GDF=6, GGF=0",Tačan rezultat,6:0,NP97,Correct Score - 6:0,Tačan rezultat - 6:0,GDF=6 and GGF=0,GDF,Ukupno Gol/Poen/Set domaćin FT,GGF,Ukupno Gol/Poen/Set gost FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_match_betting
snooker,two-participant-event,two-participants-event-template,correct-score,market-template-correct-score,Correct score,"{'bettable': {'type': 'bettable-frames'}, 'period': {'type': 'time-range-full-time'}}",base-selection-template,${home} ${winscore}-${losescore},selection-key-correct-score,,,"{'away': 6, 'home': 1, 'type': 'selection-key-correct-score'}",A6-1,snooker|two-participant-event|correct-score|A6-1,Correct score,${home} ${winscore}-${losescore},1:6,"GDF=1, GGF=6",Tačan rezultat,1:6,NP1266,Correct Score - 1:6,Tačan rezultat - 1:6,GDF=1 and GGF=6,GDF,Ukupno Gol/Poen/Set domaćin FT,GGF,Ukupno Gol/Poen/Set gost FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_match_betting
snooker,two-participant-event,two-participants-event-template,correct-score,market-template-correct-score,Correct score,"{'bettable': {'type': 'bettable-frames'}, 'period': {'type': 'time-range-full-time'}}",base-selection-template,${away} ${winscore}-${losescore},selection-key-correct-score,,,"{'away': 1, 'home': 6, 'type': 'selection-key-correct-score'}",H6-1,snooker|two-participant-event|correct-score|H6-1,Correct score,${away} ${winscore}-${losescore},6:1,"GDF=6, GGF=1",Tačan rezultat,6:1,NP1267,Correct Score - 6:1,Tačan rezultat - 6:1,GDF=6 and GGF=1,GDF,Ukupno Gol/Poen/Set domaćin FT,GGF,Ukupno Gol/Poen/Set gost FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_match_betting
snooker,two-participant-event,two-participants-event-template,correct-score,market-template-correct-score,Correct score,"{'bettable': {'type': 'bettable-frames'}, 'period': {'type': 'time-range-full-time'}}",base-selection-template,${home} ${winscore}-${losescore},selection-key-correct-score,,,"{'away': 6, 'home': 2, 'type': 'selection-key-correct-score'}",A6-2,snooker|two-participant-event|correct-score|A6-2,Correct score,${home} ${winscore}-${losescore},2:6,"GDF=2, GGF=6",Tačan rezultat,2:6,NP1268,Correct Score - 2:6,Tačan rezultat - 2:6,GDF=2 and GGF=6,GDF,Ukupno Gol/Poen/Set domaćin FT,GGF,Ukupno Gol/Poen/Set gost FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_match_betting
snooker,two-participant-event,two-participants-event-template,correct-score,market-template-correct-score,Correct score,"{'bettable': {'type': 'bettable-frames'}, 'period': {'type': 'time-range-full-time'}}",base-selection-template,${away} ${winscore}-${losescore},selection-key-correct-score,,,"{'away': 2, 'home': 6, 'type': 'selection-key-correct-score'}",H6-2,snooker|two-participant-event|correct-score|H6-2,Correct score,${away} ${winscore}-${losescore},6:2,"GDF=6, GGF=2",Tačan rezultat,6:2,NP1269,Correct Score - 6:2,Tačan rezultat - 6:2,GDF=6 and GGF=2,GDF,Ukupno Gol/Poen/Set domaćin FT,GGF,Ukupno Gol/Poen/Set gost FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_match_betting
snooker,two-participant-event,two-participants-event-template,correct-score,market-template-correct-score,Correct score,"{'bettable': {'type': 'bettable-frames'}, 'period': {'type': 'time-range-full-time'}}",base-selection-template,${home} ${winscore}-${losescore},selection-key-correct-score,,,"{'away': 6, 'home': 3, 'type': 'selection-key-correct-score'}",A6-3,snooker|two-participant-event|correct-score|A6-3,Correct score,${home} ${winscore}-${losescore},3:6,"GDF=3, GGF=6",Tačan rezultat,3:6,NP1270,Correct Score - 3:6,Tačan rezultat - 3:6,GDF=3 and GGF=6,GDF,Ukupno Gol/Poen/Set domaćin FT,GGF,Ukupno Gol/Poen/Set gost FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_match_betting
snooker,two-participant-event,two-participants-event-template,correct-score,market-template-correct-score,Correct score,"{'bettable': {'type': 'bettable-frames'}, 'period': {'type': 'time-range-full-time'}}",base-selection-template,${away} ${winscore}-${losescore},selection-key-correct-score,,,"{'away': 3, 'home': 6, 'type': 'selection-key-correct-score'}",H6-3,snooker|two-participant-event|correct-score|H6-3,Correct score,${away} ${winscore}-${losescore},6:3,"GDF=6, GGF=3",Tačan rezultat,6:3,NP1271,Correct Score - 6:3,Tačan rezultat - 6:3,GDF=6 and GGF=3,GDF,Ukupno Gol/Poen/Set domaćin FT,GGF,Ukupno Gol/Poen/Set gost FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_match_betting
snooker,two-participant-event,two-participants-event-template,correct-score,market-template-correct-score,Correct score,"{'bettable': {'type': 'bettable-frames'}, 'period': {'type': 'time-range-full-time'}}",base-selection-template,${home} ${winscore}-${losescore},selection-key-correct-score,,,"{'away': 6, 'home': 4, 'type': 'selection-key-correct-score'}",A6-4,snooker|two-participant-event|correct-score|A6-4,Correct score,${home} ${winscore}-${losescore},4:6,"GDF=4, GGF=6",Tačan rezultat,4:6,NP1272,Correct Score - 4:6,Tačan rezultat - 4:6,GDF=4 and GGF=6,GDF,Ukupno Gol/Poen/Set domaćin FT,GGF,Ukupno Gol/Poen/Set gost FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_match_betting
snooker,two-participant-event,two-participants-event-template,correct-score,market-template-correct-score,Correct score,"{'bettable': {'type': 'bettable-frames'}, 'period': {'type': 'time-range-full-time'}}",base-selection-template,${away} ${winscore}-${losescore},selection-key-correct-score,,,"{'away': 4, 'home': 6, 'type': 'selection-key-correct-score'}",H6-4,snooker|two-participant-event|correct-score|H6-4,Correct score,${away} ${winscore}-${losescore},6:4,"GDF=6, GGF=4",Tačan rezultat,6:4,NP1273,Correct Score - 6:4,Tačan rezultat - 6:4,GDF=6 and GGF=4,GDF,Ukupno Gol/Poen/Set domaćin FT,GGF,Ukupno Gol/Poen/Set gost FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_match_betting
snooker,two-participant-event,two-participants-event-template,correct-score,market-template-correct-score,Correct score,"{'bettable': {'type': 'bettable-frames'}, 'period': {'type': 'time-range-full-time'}}",base-selection-template,${home} ${winscore}-${losescore},selection-key-correct-score,,,"{'away': 6, 'home': 5, 'type': 'selection-key-correct-score'}",A6-5,snooker|two-participant-event|correct-score|A6-5,Correct score,${home} ${winscore}-${losescore},5:6,"GDF=5, GGF=6",Tačan rezultat,5:6,NP1274,Correct Score - 5:6,Tačan rezultat - 5:6,GDF=5 and GGF=6,GDF,Ukupno Gol/Poen/Set domaćin FT,GGF,Ukupno Gol/Poen/Set gost FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_match_betting
snooker,two-participant-event,two-participants-event-template,correct-score,market-template-correct-score,Correct score,"{'bettable': {'type': 'bettable-frames'}, 'period': {'type': 'time-range-full-time'}}",base-selection-template,${away} ${winscore}-${losescore},selection-key-correct-score,,,"{'away': 5, 'home': 6, 'type': 'selection-key-correct-score'}",H6-5,snooker|two-participant-event|correct-score|H6-5,Correct score,${away} ${winscore}-${losescore},6:5,"GDF=6, GGF=5",Tačan rezultat,6:5,NP1275,Correct Score - 6:5,Tačan rezultat - 6:5,GDF=6 and GGF=5,GDF,Ukupno Gol/Poen/Set domaćin FT,GGF,Ukupno Gol/Poen/Set gost FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_match_betting
snooker,two-participant-event,two-participants-event-template,correct-score,market-template-correct-score,Correct score,"{'bettable': {'type': 'bettable-frames'}, 'period': {'type': 'time-range-full-time'}}",base-selection-template,Draw ${score}-${score},selection-key-correct-score,,,"{'away': 6, 'home': 6, 'type': 'selection-key-correct-score'}",D6-6,snooker|two-participant-event|correct-score|D6-6,Correct score,Draw ${score}-${score},6:6,"GDF=6, GGF=6",Tačan rezultat,6:6,NP1276,Correct Score - 6:6,Tačan rezultat - 6:6,GDF=6 and GGF=6,GDF,Ukupno Gol/Poen/Set domaćin FT,GGF,Ukupno Gol/Poen/Set gost FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_match_betting
tabletennis,two-participant-event,two-participants-event-template,match-winner,market-template-two-ways-winner,New Match Winner,"{'bettable': {'type': 'bettable-sets'}, 'timeRange': {'type': 'time-range-full-time'}, 'type': 'market-key-two-way-winner'}",base-selection-template,${home},selection-key-home,,,{'type': 'selection-key-home'},H,tabletennis|two-participant-event|match-winner|H,New Match Winner,${home},4:2,"GDF=4, GGF=2",Pobjednik,1,NP4,2Way - 1,Pobjednik - Prvonavedeni tim,GDF>GGF,GDF,Ukupno Gol/Poen/Set domaćin FT,GGF,Ukupno Gol/Poen/Set gost FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_match_betting
tabletennis,two-participant-event,two-participants-event-template,match-winner,market-template-two-ways-winner,New Match Winner,"{'bettable': {'type': 'bettable-sets'}, 'timeRange': {'type': 'time-range-full-time'}, 'type': 'market-key-two-way-winner'}",base-selection-template,${away},selection-key-away,,,{'type': 'selection-key-away'},A,tabletennis|two-participant-event|match-winner|A,New Match Winner,${away},0:4,"GDF=0, GGF=4",Pobjednik,2,NP5,2Way - 2,Pobjednik - Drugonavedeni tim,GDF<GGF,GDF,Ukupno Gol/Poen/Set domaćin FT,GGF,Ukupno Gol/Poen/Set gost FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_match_betting
tennis,two-participant-event,two-participants-event-template,correct-score,market-template-correct-score,Set betting,"{'bettable': {'type': 'bettable-sets'}, 'period': {'type': 'time-range-full-time'}}",base-selection-template,${home} ${winscore}-${losescore},selection-key-correct-score,,,"{'away': 0, 'home': 1, 'type': 'selection-key-correct-score'}",H1-0,tennis|two-participant-event|correct-score|H1-0,Set betting,${home} ${winscore}-${losescore},1:0,"GDF=1, GGF=0",Tačan rezultat,1:0,NP125,Correct score (incl. other) - 1:0,Tačan rezultat - 1:0,GDF=1 and GGF=0,GDF,Ukupno Gol/Poen/Set domaćin FT,GGF,Ukupno Gol/Poen/Set gost FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_match_betting
tennis,two-participant-event,two-participants-event-template,correct-score,market-template-correct-score,Set betting,"{'bettable': {'type': 'bettable-sets'}, 'period': {'type': 'time-range-full-time'}}",base-selection-template,${away} ${winscore}-${losescore},selection-key-correct-score,,,"{'away': 1, 'home': 0, 'type': 'selection-key-correct-score'}",A1-0,tennis|two-participant-event|correct-score|A1-0,Set betting,${away} ${winscore}-${losescore},0:1,"GDF=0, GGF=1",Tačan rezultat,0:1,NP119,Correct score (incl. other) - 0:1,Tačan rezultat - 0:1,GDF=0 and GGF=1,GDF,Ukupno Gol/Poen/Set domaćin FT,GGF,Ukupno Gol/Poen/Set gost FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_match_betting
tennis,two-participant-event,two-participants-event-template,correct-score,market-template-correct-score,Set betting,"{'bettable': {'type': 'bettable-sets'}, 'period': {'type': 'time-range-full-time'}}",base-selection-template,${home} ${winscore}-${losescore},selection-key-correct-score,,,"{'away': 0, 'home': 2, 'type': 'selection-key-correct-score'}",H2-0,tennis|two-participant-event|correct-score|H2-0,Set betting,${home} ${winscore}-${losescore},2:0,"GDF=2, GGF=0",Tačan rezultat,2:0,NP131,Correct score (incl. other) - 2:0,Tačan rezultat - 2:0,GDF=2 and GGF=0,GDF,Ukupno Gol/Poen/Set domaćin FT,GGF,Ukupno Gol/Poen/Set gost FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_match_betting
tennis,two-participant-event,two-participants-event-template,correct-score,market-template-correct-score,Set betting,"{'bettable': {'type': 'bettable-sets'}, 'period': {'type': 'time-range-full-time'}}",base-selection-template,${away} ${winscore}-${losescore},selection-key-correct-score,,,"{'away': 2, 'home': 0, 'type': 'selection-key-correct-score'}",A2-0,tennis|two-participant-event|correct-score|A2-0,Set betting,${away} ${winscore}-${losescore},0:2,"GDF=0, GGF=2",Tačan rezultat,0:2,NP120,Correct score (incl. other) - 0:2,Tačan rezultat - 0:2,GDF=0 and GGF=2,GDF,Ukupno Gol/Poen/Set domaćin FT,GGF,Ukupno Gol/Poen/Set gost FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_match_betting
